Date,GHI_daily_mean,DNI_daily_mean,DHI_daily_mean
2021-10-30,159.38366156090444,51.454558716265495,117.69868708971553
2021-10-31,230.44989308624378,177.34133998574484,102.37341411261582
2021-11-01,220.684717376134,126.4092812281926,125.91144452198186
2021-11-02,135.96942336874054,92.65098634294385,83.98406676783004
2021-11-03,159.47972027972028,113.54304584304583,89.23939393939395
2021-11-04,182.53384294649064,84.92661570535094,124.30979847116052
2021-11-05,224.76270833333334,154.56243055555555,111.63270833333334
2021-11-06,224.90664760543248,172.0275196568978,104.5915654038599
2021-11-07,187.66339285714287,131.64270833333333,89.13802083333333
2021-11-08,154.4313076923077,134.70876923076924,69.07615384615384
2021-11-09,137.84752,67.76424,98.18904
2021-11-10,161.13473684210527,131.65721804511278,79.13796992481203
2021-11-11,137.29192062367116,44.49596031183558,106.23004961020553
2021-11-12,149.706006006006,83.65510510510511,104.59564564564565
2021-11-13,120.83394648829432,107.94749163879598,54.59105351170569
2021-11-14,178.83125894134477,116.98383404864092,106.76573676680972
2021-11-15,107.74917030567686,148.26917030567688,35.88681222707424
2021-11-16,181.6308314937454,164.3045621780721,79.72097130242825
2021-11-17,188.23486842105262,167.42514619883042,84.15847953216374
2021-11-18,175.35378670788253,158.4145285935085,78.27975270479135
2021-11-19,170.65623565416988,168.99908186687068,69.2248661055853
2021-11-20,84.41946082561078,74.9368155012637,52.540101095197976
2021-11-21,174.10891621829364,182.63812451960032,63.637432744043046
2021-11-22,237.00020833333332,220.521875,85.58715277777777
2021-11-23,142.54077669902912,154.1992718446602,56.378964401294496
2021-11-24,210.2184722222222,131.8179861111111,115.45715277777776
2021-11-25,139.23341139734583,106.95308352849337,66.76073380171741
2021-11-26,164.78968373493976,143.92597891566265,77.52146084337349
2021-11-27,178.08917963224894,111.56053748231966,105.90360678925036
2021-11-28,172.12027123483227,129.28415417558887,84.16980728051391
2021-11-29,128.5420138888889,10.744861111111112,119.43194444444444
2021-11-30,203.31143674052896,178.46168691922801,89.97055039313796
2021-12-01,181.52523098791755,131.6955934612651,87.5140014214641
2021-12-02,179.31277777777777,96.13652777777779,110.58652777777777
2021-12-03,221.89666666666668,198.47993055555554,84.85416666666667
2021-12-04,179.8204450625869,138.60452016689845,87.51585535465925
2021-12-05,184.02562500000002,94.56472222222223,115.64111111111112
2021-12-06,210.17645833333333,150.2109027777778,107.47055555555556
2021-12-07,193.2659027777778,125.90006944444445,106.54493055555557
2021-12-08,237.491875,238.65479166666668,75.69256944444444
2021-12-09,211.52902777777777,170.25131944444445,89.89618055555556
2021-12-10,211.56159722222222,142.359375,110.52645833333334
2021-12-11,205.08618055555553,129.44895833333334,109.19479166666666
2021-12-12,188.8827083333333,125.10263888888888,106.17687500000001
2021-12-13,157.81493055555555,51.51541666666667,124.24409722222222
2021-12-14,201.7498611111111,139.42118055555557,103.61701388888889
2021-12-15,156.82701388888887,63.13409722222222,107.41388888888889
2021-12-16,184.82534722222223,119.35125,99.69493055555556
2021-12-17,186.88493055555554,114.94180555555556,113.42402777777778
2021-12-18,178.09125,145.1695138888889,87.97430555555556
2021-12-19,198.235625,190.5863888888889,74.81409722222223
2021-12-20,203.37118055555555,173.09958333333333,87.74541666666666
2021-12-21,214.39645833333336,206.60916666666668,75.10006944444444
2021-12-22,182.33076388888887,131.3515972222222,90.19055555555555
2021-12-23,203.77458333333334,181.18618055555555,71.68208333333334
2021-12-24,210.1565277777778,200.98347222222222,71.46048611111111
2021-12-25,192.67055555555555,164.38680555555555,79.32104166666667
2021-12-26,198.0633449477352,193.66034843205574,69.91602787456446
2021-12-27,178.1617110799439,122.72559607293128,93.07748948106592
2021-12-28,188.20944444444442,112.69020833333333,113.81131944444444
2021-12-29,201.87070063694267,240.41026185421092,48.41266808209484
2021-12-30,209.70416666666668,241.9252777777778,48.68979166666667
2021-12-31,199.71895833333332,192.65986111111113,71.240625
2022-01-01,209.31444444444443,233.31652777777776,51.81444444444445
2022-01-02,205.95027777777779,194.25222222222223,68.16347222222223
2022-01-03,126.13569444444444,23.94888888888889,108.13569444444444
2022-01-04,197.55388888888888,214.4613888888889,52.82666666666666
2022-01-05,205.74680555555557,195.6095138888889,70.240625
2022-01-06,196.43395833333335,167.0548611111111,79.52659722222222
2022-01-07,197.76000000000002,169.5123611111111,85.59965277777778
2022-01-08,177.76604166666667,135.54513888888889,81.20868055555556
2022-01-09,201.80888888888887,184.28548611111108,74.54972222222223
2022-01-10,200.6082638888889,178.20618055555556,75.72006944444443
2022-01-11,196.34606819763394,165.5885177453027,95.65052192066806
2022-01-12,197.77430555555554,199.1104861111111,61.23847222222222
2022-01-13,189.04631944444446,170.1786111111111,73.7461111111111
2022-01-14,189.87409722222222,138.06541666666666,88.11027777777778
2022-01-15,128.68333333333334,36.305625,102.521875
2022-01-16,146.92895291637385,40.561770906535486,117.95453267744202
2022-01-17,219.94465277777778,220.4547916666667,65.11006944444445
2022-01-18,165.13285171102663,196.04714828897337,42.5961216730038
2022-01-19,215.38638888888892,215.77444444444444,63.65326388888889
2022-01-20,219.13687499999997,218.45805555555555,65.82659722222222
2022-01-21,204.97437499999998,187.66256944444442,73.54840277777778
2022-01-22,215.10229166666664,206.46527777777777,69.46402777777777
2022-01-23,209.78562499999998,192.4442361111111,73.89895833333334
2022-01-24,202.81486111111113,159.13784722222223,85.38881944444444
2022-01-25,203.70590277777777,178.2079861111111,73.64868055555556
2022-01-26,199.3903472222222,178.24527777777777,70.66569444444445
2022-01-27,201.654375,184.3264583333333,69.73569444444443
2022-01-28,199.1667361111111,180.28305555555556,71.40388888888889
2022-01-29,187.9310416666667,139.13347222222222,83.19
2022-01-30,209.0434722222222,114.23215277777777,122.15958333333333
2022-01-31,211.44569444444443,157.64069444444445,93.55840277777779
2022-02-01,173.6576388888889,73.40423611111112,123.05625
2022-02-02,230.99846261355694,225.99846261355694,70.04877707896576
2022-02-03,209.08090277777777,177.01479166666667,80.66187500000001
2022-02-04,194.63472222222222,142.785,90.21388888888889
2022-02-05,213.9452777777778,180.04104166666667,82.94
2022-02-06,220.92645833333333,187.92451388888887,82.37388888888889
2022-02-07,213.1176388888889,150.16333333333336,102.30444444444444
2022-02-08,214.794375,157.13319444444443,96.70625
2022-02-09,216.6592361111111,118.58756944444445,124.83645833333334
2022-02-10,222.4232638888889,127.23395833333333,123.96840277777778
2022-02-11,228.29166666666666,162.35625,104.44111111111111
2022-02-12,237.26541666666668,181.73034722222224,100.28875
2022-02-13,223.09284722222222,172.891875,90.16972222222222
2022-02-14,224.24270833333333,174.35916666666668,89.92722222222223
2022-02-15,225.85500000000002,187.4497222222222,83.08631944444444
2022-02-16,237.54083333333332,194.055,90.19381944444444
2022-02-17,217.94375,158.45944444444444,98.831875
